wine_no,taster_name,taster_twitter
29626,Virginie Boone,@vboone
29627,,
29628,Michael Schachner,@wineschach
29629,Michael Schachner,@wineschach
29630,,
29631,Roger Voss,@vossroger
29632,,
29633,,
29634,Paul Gregutt,@paulgwine 
29635,Joe Czerwinski,@JoeCz
29636,Paul Gregutt,@paulgwine 
29637,,
29638,Michael Schachner,@wineschach
29639,,
29640,Roger Voss,@vossroger
29641,Joe Czerwinski,@JoeCz
29642,,
29643,Paul Gregutt,@paulgwine 
29644,,
29645,Joe Czerwinski,@JoeCz
29646,,
29647,,
29648,,
29649,,
29650,,
29651,Michael Schachner,@wineschach
29652,,
29653,,
29654,,
29655,,
29656,Michael Schachner,@wineschach
29657,Michael Schachner,@wineschach
29658,,
29659,Joe Czerwinski,@JoeCz
29660,Joe Czerwinski,@JoeCz
29661,,
29662,Virginie Boone,@vboone
29663,,
29664,,
29665,,
29666,,
29667,,
29668,,
29669,Paul Gregutt,@paulgwine 
29670,Paul Gregutt,@paulgwine 
29671,Joe Czerwinski,@JoeCz
29672,Roger Voss,@vossroger
29673,,
29674,,
29675,Virginie Boone,@vboone
29676,,
29677,,
29678,,
29679,,
29680,Roger Voss,@vossroger
29681,Roger Voss,@vossroger
29682,Virginie Boone,@vboone
29683,Kerin O’Keefe,@kerinokeefe
29684,Roger Voss,@vossroger
29685,Roger Voss,@vossroger
29686,Jim Gordon,@gordone_cellars
29687,Matt Kettmann,@mattkettmann
29688,Kerin O’Keefe,@kerinokeefe
29689,Sean P. Sullivan,@wawinereport
29690,Joe Czerwinski,@JoeCz
29691,Roger Voss,@vossroger
29692,Sean P. Sullivan,@wawinereport
29693,Kerin O’Keefe,@kerinokeefe
29694,Michael Schachner,@wineschach
29695,Virginie Boone,@vboone
29696,Kerin O’Keefe,@kerinokeefe
29697,Michael Schachner,@wineschach
29698,Michael Schachner,@wineschach
29699,Roger Voss,@vossroger
29700,Jim Gordon,@gordone_cellars
29701,Anna Lee C. Iijima,
29702,Anna Lee C. Iijima,
29703,Sean P. Sullivan,@wawinereport
29704,Jim Gordon,@gordone_cellars
29705,Virginie Boone,@vboone
29706,Kerin O’Keefe,@kerinokeefe
29707,Kerin O’Keefe,@kerinokeefe
29708,Roger Voss,@vossroger
29709,Anna Lee C. Iijima,
29710,Joe Czerwinski,@JoeCz
29711,Kerin O’Keefe,@kerinokeefe
29712,Roger Voss,@vossroger
29713,Alexander Peartree,
29714,Virginie Boone,@vboone
29715,Michael Schachner,@wineschach
29716,Michael Schachner,@wineschach
29717,Virginie Boone,@vboone
29718,Michael Schachner,@wineschach
29719,Kerin O’Keefe,@kerinokeefe
29720,Alexander Peartree,
29721,Michael Schachner,@wineschach
29722,Kerin O’Keefe,@kerinokeefe
29723,Michael Schachner,@wineschach
29724,Roger Voss,@vossroger
29725,Virginie Boone,@vboone
29726,Kerin O’Keefe,@kerinokeefe
29727,Matt Kettmann,@mattkettmann
29728,Paul Gregutt,@paulgwine 
29729,Roger Voss,@vossroger
29730,Michael Schachner,@wineschach
29731,Paul Gregutt,@paulgwine 
29732,Paul Gregutt,@paulgwine 
29733,Alexander Peartree,
29734,Paul Gregutt,@paulgwine 
29735,Jim Gordon,@gordone_cellars
29736,Michael Schachner,@wineschach
29737,Roger Voss,@vossroger
29738,Roger Voss,@vossroger
29739,Roger Voss,@vossroger
29740,Roger Voss,@vossroger
29741,Michael Schachner,@wineschach
29742,Paul Gregutt,@paulgwine 
29743,Kerin O’Keefe,@kerinokeefe
29744,Virginie Boone,@vboone
29745,Michael Schachner,@wineschach
29746,Virginie Boone,@vboone
29747,Jim Gordon,@gordone_cellars
29748,Paul Gregutt,@paulgwine 
29749,Michael Schachner,@wineschach
29750,Virginie Boone,@vboone
29751,Virginie Boone,@vboone
29752,Kerin O’Keefe,@kerinokeefe
29753,Michael Schachner,@wineschach
29754,Paul Gregutt,@paulgwine 
29755,Matt Kettmann,@mattkettmann
29756,Paul Gregutt,@paulgwine 
29757,Kerin O’Keefe,@kerinokeefe
29758,Michael Schachner,@wineschach
29759,,
29760,Roger Voss,@vossroger
29761,,
29762,Kerin O’Keefe,@kerinokeefe
29763,,
29764,,
29765,Virginie Boone,@vboone
29766,Michael Schachner,@wineschach
29769,Michael Schachner,@wineschach
29770,,
29771,,
29772,Michael Schachner,@wineschach
29773,Kerin O’Keefe,@kerinokeefe
29774,Joe Czerwinski,@JoeCz
29775,Michael Schachner,@wineschach
29776,,
29777,Joe Czerwinski,@JoeCz
29778,Joe Czerwinski,@JoeCz
29779,Roger Voss,@vossroger
29780,,
29781,Mike DeSimone,@worldwineguys
29782,,
29783,Roger Voss,@vossroger
29784,,
29785,,
29786,Joe Czerwinski,@JoeCz
29787,Paul Gregutt,@paulgwine 
29788,Paul Gregutt,@paulgwine 
29789,,
29790,,
29791,Roger Voss,@vossroger
29792,Paul Gregutt,@paulgwine 
29793,,
29794,,
29795,Anna Lee C. Iijima,
29796,Anna Lee C. Iijima,
29797,Joe Czerwinski,@JoeCz
29798,Roger Voss,@vossroger
29799,Roger Voss,@vossroger
29800,,
29801,Roger Voss,@vossroger
29802,Roger Voss,@vossroger
29803,Roger Voss,@vossroger
29804,Roger Voss,@vossroger
29805,,
29806,Kerin O’Keefe,@kerinokeefe
29807,Paul Gregutt,@paulgwine 
29808,Roger Voss,@vossroger
29809,Roger Voss,@vossroger
29810,Roger Voss,@vossroger
29811,Roger Voss,@vossroger
29812,,
29813,Anna Lee C. Iijima,
29814,,
29815,Roger Voss,@vossroger
29816,,
29817,Virginie Boone,@vboone
29818,,
29819,Paul Gregutt,@paulgwine 
29820,Paul Gregutt,@paulgwine 
29821,Roger Voss,@vossroger
29822,Roger Voss,@vossroger
29823,Roger Voss,@vossroger
29824,Roger Voss,@vossroger
29825,Roger Voss,@vossroger
29826,Matt Kettmann,@mattkettmann
29827,Virginie Boone,@vboone
29828,Roger Voss,@vossroger
29829,Jim Gordon,@gordone_cellars
29830,Anna Lee C. Iijima,
29831,Matt Kettmann,@mattkettmann
29832,Michael Schachner,@wineschach
29833,Roger Voss,@vossroger
29834,Michael Schachner,@wineschach
29835,Michael Schachner,@wineschach
29836,Michael Schachner,@wineschach
29837,Sean P. Sullivan,@wawinereport
29838,Roger Voss,@vossroger
29839,Jim Gordon,@gordone_cellars
29840,Sean P. Sullivan,@wawinereport
29841,Anna Lee C. Iijima,
29842,Michael Schachner,@wineschach
29843,Matt Kettmann,@mattkettmann
29844,Sean P. Sullivan,@wawinereport
29845,Kerin O’Keefe,@kerinokeefe
29846,Kerin O’Keefe,@kerinokeefe
29847,Kerin O’Keefe,@kerinokeefe
29848,Michael Schachner,@wineschach
29849,Anna Lee C. Iijima,
29850,Sean P. Sullivan,@wawinereport
29851,Kerin O’Keefe,@kerinokeefe
29852,Sean P. Sullivan,@wawinereport
29853,Sean P. Sullivan,@wawinereport
29854,Anna Lee C. Iijima,
29855,Michael Schachner,@wineschach
29856,,
29857,Roger Voss,@vossroger
29858,Kerin O’Keefe,@kerinokeefe
29859,Virginie Boone,@vboone
29860,,
29861,,
29862,Kerin O’Keefe,@kerinokeefe
29863,Michael Schachner,@wineschach
29864,Joe Czerwinski,@JoeCz
29865,,
29866,Michael Schachner,@wineschach
29867,Joe Czerwinski,@JoeCz
29868,Roger Voss,@vossroger
29869,Roger Voss,@vossroger
29870,Lauren Buzzeo,@laurbuzz
29871,Roger Voss,@vossroger
29872,Anna Lee C. Iijima,
29873,Anna Lee C. Iijima,
29874,Kerin O’Keefe,@kerinokeefe
29875,Paul Gregutt,@paulgwine 
29876,,
29877,,
29878,,
29879,Michael Schachner,@wineschach
29880,Joe Czerwinski,@JoeCz
29881,Joe Czerwinski,@JoeCz
29882,Anne Krebiehl MW,@AnneInVino
29883,Anne Krebiehl MW,@AnneInVino
29884,Anne Krebiehl MW,@AnneInVino
29885,Matt Kettmann,@mattkettmann
29886,Anne Krebiehl MW,@AnneInVino
29887,Matt Kettmann,@mattkettmann
29888,Roger Voss,@vossroger
29889,Virginie Boone,@vboone
29890,Virginie Boone,@vboone
29891,Virginie Boone,@vboone
29892,Anne Krebiehl MW,@AnneInVino
29893,Anne Krebiehl MW,@AnneInVino
29894,Anne Krebiehl MW,@AnneInVino
29895,Sean P. Sullivan,@wawinereport
29896,Anne Krebiehl MW,@AnneInVino
29897,Anne Krebiehl MW,@AnneInVino
29898,Anne Krebiehl MW,@AnneInVino
29899,Anne Krebiehl MW,@AnneInVino
29900,Roger Voss,@vossroger
29901,Sean P. Sullivan,@wawinereport
29902,Roger Voss,@vossroger
29903,Kerin O’Keefe,@kerinokeefe
29904,Kerin O’Keefe,@kerinokeefe
29905,Roger Voss,@vossroger
29906,Roger Voss,@vossroger
29907,Roger Voss,@vossroger
29908,Matt Kettmann,@mattkettmann
29909,Anne Krebiehl MW,@AnneInVino
29910,Anne Krebiehl MW,@AnneInVino
29911,Roger Voss,@vossroger
29912,Roger Voss,@vossroger
29913,Roger Voss,@vossroger
29914,Kerin O’Keefe,@kerinokeefe
29915,Kerin O’Keefe,@kerinokeefe
29916,Paul Gregutt,@paulgwine 
29917,Michael Schachner,@wineschach
29918,Jim Gordon,@gordone_cellars
29919,Jim Gordon,@gordone_cellars
29920,Kerin O’Keefe,@kerinokeefe
29921,Roger Voss,@vossroger
29922,Kerin O’Keefe,@kerinokeefe
29923,Michael Schachner,@wineschach
29924,Michael Schachner,@wineschach
29925,Michael Schachner,@wineschach
29926,Roger Voss,@vossroger
29927,Virginie Boone,@vboone
29928,Michael Schachner,@wineschach
29929,Michael Schachner,@wineschach
29930,Michael Schachner,@wineschach
29931,Jim Gordon,@gordone_cellars
29932,Sean P. Sullivan,@wawinereport
29933,Sean P. Sullivan,@wawinereport
29934,Kerin O’Keefe,@kerinokeefe
29935,Roger Voss,@vossroger
29936,Roger Voss,@vossroger
29937,Paul Gregutt,@paulgwine 
29938,Roger Voss,@vossroger
29939,Virginie Boone,@vboone
29940,Roger Voss,@vossroger
29941,Michael Schachner,@wineschach
29942,Michael Schachner,@wineschach
29943,Anne Krebiehl MW,@AnneInVino
29944,Paul Gregutt,@paulgwine 
29945,Virginie Boone,@vboone
29946,Matt Kettmann,@mattkettmann
29947,Virginie Boone,@vboone
29948,Jim Gordon,@gordone_cellars
29949,Matt Kettmann,@mattkettmann
29950,Michael Schachner,@wineschach
29951,Roger Voss,@vossroger
30036,Kerin O’Keefe,@kerinokeefe
29952,Roger Voss,@vossroger
29953,Roger Voss,@vossroger
29954,Michael Schachner,@wineschach
29955,Jim Gordon,@gordone_cellars
29956,Matt Kettmann,@mattkettmann
29957,Jim Gordon,@gordone_cellars
29958,Roger Voss,@vossroger
29959,Kerin O’Keefe,@kerinokeefe
29960,Roger Voss,@vossroger
29961,Virginie Boone,@vboone
29962,Virginie Boone,@vboone
29963,Anne Krebiehl MW,@AnneInVino
29964,Roger Voss,@vossroger
29965,Matt Kettmann,@mattkettmann
29966,Matt Kettmann,@mattkettmann
30056,Roger Voss,@vossroger
29967,Roger Voss,@vossroger
29968,Paul Gregutt,@paulgwine 
29969,Michael Schachner,@wineschach
29970,Matt Kettmann,@mattkettmann
29971,Virginie Boone,@vboone
29972,Michael Schachner,@wineschach
29973,,
29974,,
29975,,
29976,,
29977,Michael Schachner,@wineschach
29978,,
29979,Michael Schachner,@wineschach
29980,,
29981,,
29982,,
29983,Roger Voss,@vossroger
29984,,
30055,Roger Voss,@vossroger
29985,,
29986,Michael Schachner,@wineschach
29987,Roger Voss,@vossroger
29988,,
29989,Susan Kostrzewa,@suskostrzewa
29990,,
29991,,
29992,Susan Kostrzewa,@suskostrzewa
29993,,
29994,Roger Voss,@vossroger
29995,,
29996,Anna Lee C. Iijima,
29997,Matt Kettmann,@mattkettmann
29998,Jim Gordon,@gordone_cellars
29999,Virginie Boone,@vboone
30000,Anne Krebiehl MW,@AnneInVino
30001,Jim Gordon,@gordone_cellars
30002,Michael Schachner,@wineschach
30003,Matt Kettmann,@mattkettmann
30004,Sean P. Sullivan,@wawinereport
30005,Sean P. Sullivan,@wawinereport
30006,Roger Voss,@vossroger
30007,Roger Voss,@vossroger
30008,Roger Voss,@vossroger
30009,Roger Voss,@vossroger
30010,Virginie Boone,@vboone
30011,Virginie Boone,@vboone
30012,Virginie Boone,@vboone
30013,Joe Czerwinski,@JoeCz
30014,Virginie Boone,@vboone
30015,Jim Gordon,@gordone_cellars
30016,Kerin O’Keefe,@kerinokeefe
30017,Kerin O’Keefe,@kerinokeefe
30018,Sean P. Sullivan,@wawinereport
30019,Matt Kettmann,@mattkettmann
30020,Sean P. Sullivan,@wawinereport
30021,Sean P. Sullivan,@wawinereport
30022,Kerin O’Keefe,@kerinokeefe
30023,Kerin O’Keefe,@kerinokeefe
30024,Anne Krebiehl MW,@AnneInVino
30025,Anne Krebiehl MW,@AnneInVino
30026,Matt Kettmann,@mattkettmann
30027,Roger Voss,@vossroger
30028,Kerin O’Keefe,@kerinokeefe
30029,Virginie Boone,@vboone
30030,Kerin O’Keefe,@kerinokeefe
30031,Kerin O’Keefe,@kerinokeefe
30032,Roger Voss,@vossroger
30033,Paul Gregutt,@paulgwine 
30034,Roger Voss,@vossroger
30035,Roger Voss,@vossroger
30037,Virginie Boone,@vboone
30038,Roger Voss,@vossroger
30039,Roger Voss,@vossroger
30040,Roger Voss,@vossroger
30041,Virginie Boone,@vboone
30042,Mike DeSimone,@worldwineguys
30043,Roger Voss,@vossroger
30044,Virginie Boone,@vboone
30045,Jeff Jenssen,@worldwineguys
30046,Virginie Boone,@vboone
30047,Michael Schachner,@wineschach
30048,Michael Schachner,@wineschach
30049,Kerin O’Keefe,@kerinokeefe
30050,Kerin O’Keefe,@kerinokeefe
30051,Kerin O’Keefe,@kerinokeefe
30052,Jeff Jenssen,@worldwineguys
30053,Paul Gregutt,@paulgwine 
30054,Roger Voss,@vossroger
30057,,
30058,Roger Voss,@vossroger
30059,,
30060,Roger Voss,@vossroger
30061,,
30062,Michael Schachner,@wineschach
30063,Michael Schachner,@wineschach
30064,Joe Czerwinski,@JoeCz
30065,,
30066,Roger Voss,@vossroger
30067,,
30068,,
30069,,
30070,Roger Voss,@vossroger
30071,,
30072,,
30073,,
30074,Roger Voss,@vossroger
30075,Michael Schachner,@wineschach
30076,Michael Schachner,@wineschach
30077,,
30078,Michael Schachner,@wineschach
30079,Roger Voss,@vossroger
30080,Virginie Boone,@vboone
30081,Michael Schachner,@wineschach
30082,Anna Lee C. Iijima,
30083,Paul Gregutt,@paulgwine 
30084,,
30085,Roger Voss,@vossroger
30086,Roger Voss,@vossroger
30087,Roger Voss,@vossroger
30088,Roger Voss,@vossroger
30089,Roger Voss,@vossroger
30090,Roger Voss,@vossroger
30091,Roger Voss,@vossroger
30092,Roger Voss,@vossroger
30093,Roger Voss,@vossroger
30094,Paul Gregutt,@paulgwine 
30095,Paul Gregutt,@paulgwine 
30096,,
30097,,
30098,Michael Schachner,@wineschach
30099,Paul Gregutt,@paulgwine 
30100,Paul Gregutt,@paulgwine 
30101,Paul Gregutt,@paulgwine 
30102,,
30103,,
30104,,
30105,,
30106,Virginie Boone,@vboone
30107,Kerin O’Keefe,@kerinokeefe
30108,Michael Schachner,@wineschach
30109,Virginie Boone,@vboone
30110,Roger Voss,@vossroger
30111,Virginie Boone,@vboone
30112,Sean P. Sullivan,@wawinereport
30113,Roger Voss,@vossroger
30114,Roger Voss,@vossroger
30148,,
30115,Roger Voss,@vossroger
30116,Matt Kettmann,@mattkettmann
30117,Sean P. Sullivan,@wawinereport
30118,Matt Kettmann,@mattkettmann
30119,Matt Kettmann,@mattkettmann
30120,Roger Voss,@vossroger
30121,Roger Voss,@vossroger
30122,Roger Voss,@vossroger
30123,Sean P. Sullivan,@wawinereport
30124,Roger Voss,@vossroger
30125,Virginie Boone,@vboone
30126,Roger Voss,@vossroger
30127,Roger Voss,@vossroger
30128,Virginie Boone,@vboone
30147,Michael Schachner,@wineschach
30129,Sean P. Sullivan,@wawinereport
30130,Virginie Boone,@vboone
30131,Roger Voss,@vossroger
30132,Roger Voss,@vossroger
30133,Roger Voss,@vossroger
30134,Matt Kettmann,@mattkettmann
30135,Matt Kettmann,@mattkettmann
30136,Kerin O’Keefe,@kerinokeefe
30137,,
30138,Anna Lee C. Iijima,
30139,Paul Gregutt,@paulgwine 
30140,Virginie Boone,@vboone
30141,,
30142,Susan Kostrzewa,@suskostrzewa
30143,,
30144,Virginie Boone,@vboone
30145,Anna Lee C. Iijima,
30146,,
30149,Lauren Buzzeo,@laurbuzz
30150,Roger Voss,@vossroger
30151,,
30152,Roger Voss,@vossroger
30153,,
30154,Michael Schachner,@wineschach
30155,Roger Voss,@vossroger
30156,Roger Voss,@vossroger
30157,,
30158,Paul Gregutt,@paulgwine 
30159,Roger Voss,@vossroger
30160,Paul Gregutt,@paulgwine 
30161,Virginie Boone,@vboone
30162,Michael Schachner,@wineschach
30163,Matt Kettmann,@mattkettmann
30164,Roger Voss,@vossroger
30165,Matt Kettmann,@mattkettmann
30166,Virginie Boone,@vboone
30167,Michael Schachner,@wineschach
30168,Joe Czerwinski,@JoeCz
30169,Paul Gregutt,@paulgwine 
30170,Roger Voss,@vossroger
30171,Anna Lee C. Iijima,
30172,Paul Gregutt,@paulgwine 
30173,Paul Gregutt,@paulgwine 
30174,Michael Schachner,@wineschach
30175,Michael Schachner,@wineschach
30176,Kerin O’Keefe,@kerinokeefe
30177,Paul Gregutt,@paulgwine 
30178,Paul Gregutt,@paulgwine 
30179,Michael Schachner,@wineschach
30180,Kerin O’Keefe,@kerinokeefe
30181,Kerin O’Keefe,@kerinokeefe
30236,,
30182,Roger Voss,@vossroger
30183,Roger Voss,@vossroger
30184,Michael Schachner,@wineschach
30185,Paul Gregutt,@paulgwine 
30186,Michael Schachner,@wineschach
30187,Anne Krebiehl MW,@AnneInVino
30188,Roger Voss,@vossroger
30189,,
30190,Anna Lee C. Iijima,
30191,Virginie Boone,@vboone
30192,,
30193,Lauren Buzzeo,@laurbuzz
30194,,
30195,,
30196,,
30197,,
30198,,
30256,,
30199,,
30200,,
30201,,
30202,,
30203,Michael Schachner,@wineschach
30204,Lauren Buzzeo,@laurbuzz
30205,Sean P. Sullivan,@wawinereport
30206,,
30207,,
30208,,
30209,Roger Voss,@vossroger
30210,Roger Voss,@vossroger
30211,Roger Voss,@vossroger
30212,Roger Voss,@vossroger
30213,,
30214,,
30215,,
30216,,
30217,,
30218,Lauren Buzzeo,@laurbuzz
30219,,
30220,Sean P. Sullivan,@wawinereport
30221,Anna Lee C. Iijima,
30222,,
30223,,
30224,Michael Schachner,@wineschach
30225,Roger Voss,@vossroger
30226,,
30227,,
30228,,
30229,Michael Schachner,@wineschach
30230,,
30231,,
30232,,
30233,Roger Voss,@vossroger
30234,,
30235,,
30237,,
30238,,
30239,Roger Voss,@vossroger
30240,Roger Voss,@vossroger
30241,Paul Gregutt,@paulgwine 
30242,,
30243,Paul Gregutt,@paulgwine 
30244,Virginie Boone,@vboone
30245,,
30246,,
30247,Anna Lee C. Iijima,
30248,,
30249,Roger Voss,@vossroger
30250,Joe Czerwinski,@JoeCz
30251,Lauren Buzzeo,@laurbuzz
30252,,
30253,,
30254,Roger Voss,@vossroger
30255,Roger Voss,@vossroger
30257,,
30258,Michael Schachner,@wineschach
30259,,
30260,Lauren Buzzeo,@laurbuzz
30261,,
30262,Michael Schachner,@wineschach
30263,Lauren Buzzeo,@laurbuzz
30264,Roger Voss,@vossroger
30265,,
30266,Roger Voss,@vossroger
30267,Paul Gregutt,@paulgwine 
30268,Roger Voss,@vossroger
30269,Roger Voss,@vossroger
30270,Michael Schachner,@wineschach
30271,Roger Voss,@vossroger
30272,Roger Voss,@vossroger
30273,,
30274,,
30275,,
30276,Roger Voss,@vossroger
30277,,
30652,,
30278,Roger Voss,@vossroger
30279,,
30280,,
30281,,
30282,,
30283,Roger Voss,@vossroger
30284,,
30285,,
30286,,
30287,Lauren Buzzeo,@laurbuzz
30288,,
30289,,
30290,,
30291,,
30292,,
30293,,
30294,Joe Czerwinski,@JoeCz
30295,Michael Schachner,@wineschach
30296,Virginie Boone,@vboone
30297,Roger Voss,@vossroger
30298,Paul Gregutt,@paulgwine 
30299,Paul Gregutt,@paulgwine 
30300,,
30301,,
30302,Michael Schachner,@wineschach
30303,,
30304,,
30305,Roger Voss,@vossroger
30306,Roger Voss,@vossroger
30307,Jim Gordon,@gordone_cellars
30308,Kerin O’Keefe,@kerinokeefe
30309,Sean P. Sullivan,@wawinereport
30310,Sean P. Sullivan,@wawinereport
30311,Joe Czerwinski,@JoeCz
30312,Jim Gordon,@gordone_cellars
30313,Sean P. Sullivan,@wawinereport
30314,Kerin O’Keefe,@kerinokeefe
30315,Michael Schachner,@wineschach
30316,Michael Schachner,@wineschach
30317,Michael Schachner,@wineschach
30673,,
30318,Michael Schachner,@wineschach
30319,Kerin O’Keefe,@kerinokeefe
30320,Roger Voss,@vossroger
30321,Roger Voss,@vossroger
30322,Roger Voss,@vossroger
30323,Roger Voss,@vossroger
30324,Roger Voss,@vossroger
30325,Roger Voss,@vossroger
30326,Sean P. Sullivan,@wawinereport
30327,Michael Schachner,@wineschach
30328,Sean P. Sullivan,@wawinereport
30329,Roger Voss,@vossroger
30330,Roger Voss,@vossroger
30331,Roger Voss,@vossroger
30332,Roger Voss,@vossroger
30333,Roger Voss,@vossroger
30334,Roger Voss,@vossroger
30335,Sean P. Sullivan,@wawinereport
30336,Roger Voss,@vossroger
30337,Roger Voss,@vossroger
30338,Roger Voss,@vossroger
30339,Roger Voss,@vossroger
30340,Kerin O’Keefe,@kerinokeefe
30341,Virginie Boone,@vboone
30342,Roger Voss,@vossroger
30343,Roger Voss,@vossroger
30344,Roger Voss,@vossroger
30345,Sean P. Sullivan,@wawinereport
30346,Virginie Boone,@vboone
30347,Roger Voss,@vossroger
30348,Jim Gordon,@gordone_cellars
30349,Michael Schachner,@wineschach
30350,Kerin O’Keefe,@kerinokeefe
30351,Kerin O’Keefe,@kerinokeefe
30352,Matt Kettmann,@mattkettmann
30353,Sean P. Sullivan,@wawinereport
30354,Kerin O’Keefe,@kerinokeefe
30355,Michael Schachner,@wineschach
30356,Sean P. Sullivan,@wawinereport
30357,Virginie Boone,@vboone
30358,Kerin O’Keefe,@kerinokeefe
30359,Anna Lee C. Iijima,
30360,Sean P. Sullivan,@wawinereport
30361,Sean P. Sullivan,@wawinereport
30362,Jim Gordon,@gordone_cellars
30363,Sean P. Sullivan,@wawinereport
30364,Sean P. Sullivan,@wawinereport
30365,,
30366,Joe Czerwinski,@JoeCz
30367,,
30368,,
30369,Roger Voss,@vossroger
30370,,
30371,Anna Lee C. Iijima,
30372,Paul Gregutt,@paulgwine 
30373,,
30374,Roger Voss,@vossroger
30375,,
30376,Virginie Boone,@vboone
30377,,
30378,Paul Gregutt,@paulgwine 
30379,,
30380,Paul Gregutt,@paulgwine 
30381,Paul Gregutt,@paulgwine 
30382,Roger Voss,@vossroger
30383,Paul Gregutt,@paulgwine 
30384,,
30385,Michael Schachner,@wineschach
30386,,
30387,Joe Czerwinski,@JoeCz
30388,Michael Schachner,@wineschach
30389,Virginie Boone,@vboone
30390,Anna Lee C. Iijima,
30391,Lauren Buzzeo,@laurbuzz
30392,Kerin O’Keefe,@kerinokeefe
30393,Kerin O’Keefe,@kerinokeefe
30394,Kerin O’Keefe,@kerinokeefe
30395,Michael Schachner,@wineschach
30396,Anna Lee C. Iijima,
30397,Lauren Buzzeo,@laurbuzz
30398,Sean P. Sullivan,@wawinereport
30399,Michael Schachner,@wineschach
30400,Virginie Boone,@vboone
30401,Kerin O’Keefe,@kerinokeefe
30402,Kerin O’Keefe,@kerinokeefe
30403,Michael Schachner,@wineschach
30404,Virginie Boone,@vboone
30405,Kerin O’Keefe,@kerinokeefe
30406,Jim Gordon,@gordone_cellars
30407,Matt Kettmann,@mattkettmann
30408,Kerin O’Keefe,@kerinokeefe
30409,Virginie Boone,@vboone
30410,Jim Gordon,@gordone_cellars
30411,Lauren Buzzeo,@laurbuzz
30412,Joe Czerwinski,@JoeCz
30413,Jim Gordon,@gordone_cellars
30414,Michael Schachner,@wineschach
30415,Kerin O’Keefe,@kerinokeefe
30416,Sean P. Sullivan,@wawinereport
30417,Anne Krebiehl MW,@AnneInVino
30418,Roger Voss,@vossroger
30419,Roger Voss,@vossroger
30420,Roger Voss,@vossroger
30421,Virginie Boone,@vboone
30422,Roger Voss,@vossroger
30423,Roger Voss,@vossroger
