wine_no,designation,winery
33595,Riserva,Tenuta Villa Trasqua
33596,,Buttonwood Farm
33597,Lot 225,Cameron Hughes
33598,Lamole,Castelli del Grevepesa
33599,Ingle Vineyard,Heron Hill
33600,Choreography,Fleming Jenkins
33601,,Freeman
33602,Naked,Ryan Patrick
33603,Raiano,Villa Raiano
33604,Rüdesheim Berg Roseneck Erstes Gewächs,August Kesseler
33605,George Wyndham Founder's Reserve,Wyndham Estate
33606,Estate Grown and Bottled,Zaca Mesa
33607,Bosco Faiano,I Capitani
33608,,Château la Cabanne
33609,,Château le Pape
33610,,Château Lynsolence
33611,,Château Rahoul
33612,,Château Vieux Maillet
33613,,Clos Badon
33614,Riserva,Di Meo
33615,Real Reserva,El Coto
33616,Terra di Lavoro,Galardi
33617,,Bailiwick
33618,,Château d'Armailhac
33619,Experience,Château Ducla
33620,,Château Haut Grand Champ
33621,,Château Lamothe-Bergeron
33622,Cuvée Majeure,Château Turcaud
33623,,Clos la Madeleine
33624,Quinta dos Canais Vintage,Cockburn's
33625,,Balgownie Estate
33626,Diana Madeline,Cullen
33627,The Galvo Garage,D'Arenberg
33628,Bernkasteler alte Badstube am Doctorberg Auslese,Dr. Pauly Bergweiler
33629,,Plantagenet
33630,Brut Rosé Metodo Classico,Enrico Serafino
33631,Lössterrassen,Felsner
33632,Silvaspoons Vineyard,Fenestra
33633,,Ferrari-Carano
33634,Estate Riverbend Vineyard,Fielding Hills
33635,Briccotondo,Fontanafredda
33636,,Grgich Hills
33637,The Rookie,Guardian
33638,M,Kintonis
33639,,Leonetti Cellar
33640,Vóila Vineyard,Lyrarakis
33641,,Mirafiore
33642,,Muddy Boot
33643,Dry,Osprey's Dominion
33644,True Grit Reserve,Parducci
33645,Y Block,Qupé
33646,Reserve,Record Family Wines
33647,,Semeli
33648,Estate,Sculpterra
33649,McKinley Springs Vineyard,Syncline
33650,Steirische Klassik,Tement
33651,Steirische Klassik,Tement
33652,Martin's Gold French Creek Vineyard,The Walls
33653,Giulio I Riserva,Tosti
33654,Late Harvest,una.wine
33655,,Vite Colte
33656,,Winzer Krems
33657,Cygnus Brut Nature Reserva Made With Organic Grapes,1+1=3
33658,Painted Hills Vineyard,Ardor
33659,Nirvasco,Bersano
33660,,Château Lestage Simon
33678,,9 Mile Road
33661,,Château Paloumey
33662,,Château Quinault L'Enclos
33663,,Château Teyssier
33664,,Dei
33665,Quintessence,Domaine Charles Frey
33666,Bonheur Convivial,Domaine Rieflé-Landmann
33667,,Ridolfi
33668,Lipitiresco,Romeo
33669,Heritage Reserve,Schug
33670,Acciderba,Serni Fulvio Luigi
33671,Evolution Fifth Edition Winemaker's Big Time,Sokol Blosser
33672,Lindsay's Vineyard,Two Sisters
33673,Promised Land,Wakefield
33674,Viña Real Reserva,CVNE
33675,Bacigalupi Vineyard,E16
33676,,Enate
33677,Three Blocks,Fox Creek
33679,Hatschbourg Grand Cru,Joseph Cattin
33680,,La Calonica
33681,,La Fornace
33682,Costa Vineyard,Lula
33683,,Marchesato degli Aleramici
33684,Bianco Benefizio Riserva,Marchesi de' Frescobaldi
33685,Seven Hills Vineyard,Marshall Davis
33686,MWC,McPherson Wine Company
33687,MWC,McPherson Wine Company
33688,Ribbon Ridge,Omero
33689,Josephine Hill Vineyard,Parmeson
33690,Les Truffières,Louis Latour
33691,Riserva,Punset
33692,New Moon,Reasons
33693,Ponzo,Ridge
33694,,Serradenari
33695,Bricco Visette,Attilio Ghisolfi
33696,Solesce,Brian Carter Cellars
33698,Les Vergers,Camille Giroud
33699,Estate Bottled,Chiarito
33700,Estate,Donum
33701,Lorens,Eredi Lodali
33702,Lorens,Eredi Lodali
33703,Riserva,Francone
33704,Reserve,Fritz
33705,Prapò,Germano Ettore
33706,,Tranche
33707,Preda Sarmassa,Virna Borgogno
33708,,Bel Colle
33709,Le Coursier,Brian Carter Cellars
33710,,San Simeon
33711,,Sebastiani
33712,Signature,Kirkland Signature
33713,Reserva,Echeverria
33714,,Barefoot Cellars
33715,,Punga Cove
33716,Betsy's Backacher,Spann Vineyards
33717,,Stephen Vincent
33718,,El Fogón
33719,,Pannotia Vineyards
33720,Reserve,Syan
33721,Old Vine,Trinitas
33722,Reserva,MontGras
33723,Peace Family Vineyard,Andrew Peace
33724,Centenario Estate Bottled,Graffigna
33725,,St. John
33726,I,Sunfire
33727,,Casal Novo
33728,,the Ghost of 413
33729,Old Vine,Trinitas
33730,Aliwen Reserva,Undurraga
33731,Elton,Willamette Valley Vineyards
33732,Swiss Colina,Proulx
33733,,Pure Cru
33734,Sophia Gran Reserva,San Nicolas
33735,Selección del Directorio Gran Reserva Cool Coastal Vineyard,Santa Helena
33736,,Talamonti
33737,Borgo Crosaris,Tenute Grandi & Gabana
33738,La Colina Vineyard,Torii Mor
33739,Jorio,Umani Ronchi
33740,Starr Ranch,Kaleidos
33741,Lucrezia,Le Caniette
33742,Pauli Ranch,Muscardini
33743,,Nebla
33744,Famos,Nittnaus Hans und Christine
33745,Blanc de Pacs Organic Farming Parellada-Xarel-lo-Macabeu,Parés Baltà
33746,Michael's Vineyard,Adelaida
33747,Déjà Vu,Babcock
33748,Il Ruspo,Barbi
33749,Réserve,Calvet
33750,Garnatxa Blanca,Zerran
33751,,Bonfiglio
33752,Déjà V,Domodimonti
33753,,Château Tour de Bonnet
33754,Sweet Clémentine,Clos Solène
33755,Casale Vecchio,Farnese
33756,Casale Vecchio,Farnese
33774,,Poet's Leap
33757,Blanc Selecció,Huguet de Can Feixes
33758,Estate Bottled Dry,Husch
33759,Ciel du Cheval Vineyard,Januik
33760,,Jean-Luc and Paul Aegerter
33761,Inland Desert,Lobo Hills
33762,,Louis Latour
33763,GLAÇ Brut Nature,Maria Casanovas
33764,Don Miguel Vineyard,Marimar Estate
33765,Thérèse Vineyards Victoria Denice Vineyard,Martin Ranch
33766,Concerto,Medici Ermete
33767,,Mount Eden Vineyards
33768,,Navarro
33769,Gallina,Negro Giuseppe
33770,,Novelty Hill
33771,Stillwater Creek Vineyard,Novelty Hill
33772,Stillwater Creek Vineyard,Novelty Hill
33773,Gallina,Piero Busso
33775,Santbru,Portal del Montsant
33776,,Red Newt Cellars
33777,,Syncline
33778,Medalla Real Gran Reserva,Santa Rita
33779,Basarin,Adriano Marco & Vittorio
33780,Murmur Vineyard,Amor Fati
33781,,Bella Grace
33782,,Bellangelo
33783,Glorioso Gran Reserva,Bodegas Palacio
33784,Cosme Palacio Viñedos Viejos Reserva,Bodegas Palacio
33785,,Broman
33786,Las Gravas,Casa Castillo
33787,,Barden
33788,Cuvée Sandre,Demetria
33789,La Bégude,Domaine de la Bégude
33790,Reserve,Frank Family
33858,,Rock Wren
33791,Abetina,Ponzi
33792,La Froscà,Gini
33793,Domaine,King Estate
33794,Coddington,Kumeu River
33795,Almancenista José Luis González Obregón Amontillado del Puerto,Lustau
33796,,Meinklang
33797,Medici Vineyard,Patricia Green Cellars
33798,Sullivan Vineyard Dutton Ranch,The Calling
33799,,Château Lagrézette
33800,,Domaine de la Bégude
33801,Top Cream Babcock Vineyard,Babcock
33802,Gala 2,Luigi Bosca
33803,,Margerum
33804,Bien Nacido Vineyard,Nicora
33805,Reserve,Ponzi
33859,,Romililly
33806,Jasper,Challen
33807,,Chamisal Vineyards
33808,,Chateau de Pibarnon
33809,Rogers Creek,Cherry Pie
33810,Imperial Reserva,CVNE
33811,Récolte Grand Cru,Domaine Serene
33812,Paris Tasting Commemorative Estate Grown,Grgich Hills
33813,Scottsdale Vineyard,Harney Lane
33814,Schwarze Vineyard Brut,Schramsberg
33815,A Ken Forrester Wine Farrow Ranch,The Bridge
33816,Château Bouscassé Menhir,Vignobles Brumont
33817,V Estate,VJB
33818,,Torii Mor
33819,Quinta do Côa,CARM
33820,,O'Reilly's
33821,Reserva,Viu Manent
33822,,Indian Rock
33823,,Willamette Valley Vineyards
33824,Edición Limitada,Morandé
33825,,Chasing Venus
33826,,Château du Galoupet
33827,Villars-sur-Var Blanc de Blancs,Clos Saint-Joseph
33828,,Domaine d'Eole
33829,Reserva,Dona Maria
33830,Alder Ridge Vineyard Inspiration,Heaven's Cave
33831,Terre di Lanòli,Villa Canestrari
33832,,Veramar
33833,,Ventosa
33834,Edición Limitada,Morandé
33835,,Sassy Bitch
33836,,Asunto de Vino
33837,Natura,Emiliana
33838,,Vega Murillo
33839,,Grey's Peak
33840,Sant'Andrea Corsini,Principe Corsini Fattoria Le Corti
33841,Reserve,Abeja
33842,Picolit,Livio Felluga
33843,Picolit,Livio Felluga
33844,,Woodward Canyon
33845,Las Hermanas Vineyard,Samsara
33846,Ice Wine,Poet's Leap
33847,,Abeja
33848,Domaine du Clos Frantin Aux Malconsorts Premier Cru,Albert Bichot
33849,Les Baudes Premier Cru,Louis Jadot
33850,Clos Saint-Jacques Premier Cru,Louis Jadot
33851,Domaine Héritiers Paul Chanson,Chanson Père et Fils
33852,Ried Schütt Smaragd,Emmerich Knoll
33853,Passirò,Falesco
33854,Langenlois Steinmassl Reserve,Loimer
33855,Tal Lùc,Lis Neris
33856,,Chanson Père et Fils
33857,Claret,Robert Karl
33860,The Huntsman,Ross Andrew
33861,Estate Grown,Sawtooth
33862,Maquette,Sculpterra
33863,Dry,Silver Thread
33864,,Solaria
33865,Andretta,Tenuta Vitanza
33866,Sandstone,Wente
33867,,ZD
33868,Dry,Hosmer
33869,,Kessler-Haak
33870,Ametzberg,Kurt Angerer
33871,Purple Sage Vineyard,Kyra
33872,,La Mannella
33873,,La Pieve
33874,Basarin,Livio Voghera
33875,Concrete Blanc,Peachy Canyon
33876,,Loring Wine Company
33877,,Mathis
33878,Petite Petit,Michael David
33879,Hybrid,Peltier
33880,,Ridolfi
33881,Sawtooth Estate Vineyard,Sawtooth
33882,Gridley Bluff Point Vineyard,Silver Thread
33883,,Talenti
33884,Bolgherese,Tenuta di Vaira
33885,Bellarina,Tenute Niccolai
33886,Buffalo,Angosto
33887,Brut Rosé,Goutorbe-Bouillot
33888,,Château Fleur du Roc
33889,Cuvée Armande,Château Garreau
33890,Collection Grande Réserve,Château Grand Moulin
33891,,Château Siran
33892,,Clif Family
33893,La Reine Des Bois,Domaine de la Mordorée
33894,Spätlese,Elfenhof
33895,Façon Blanc,Forgeron
33896,Stoa,Forstreiter
33914,Steirische Klassik,Tement
33897,Alon,Galil Mountain
33898,Padri Serviti Riserva,Gattavecchi
33899,Riserva,Gattavecchi
33900,Roble,Genio Español
33901,Estate,Golden Ridge
33902,Italo Riserva,Agricola Tamburini
33903,Scarline Vineyard,Alleromb
33904,,Boscarelli
33905,,Casale Daviddi
33906,Ellera,Castel di Pugna
33907,Vigneti di Campomaggio Riserva,Castellani
33908,Cerretello,Pieve de' Pitti
33909,,Podere Capaccia
33910,,Recanati
33911,Block 13 Clone 2 Weinbau Vineyard,Revelry
33912,,Saviah
33913,Stillwater Creek Vineyard,Saviah
33915,Château Saint-Honoré,Fabre en Provence
33916,Colección Monovarietales,Nivarius
33917,Hybrid,Peltier
33918,Black Label,La Scolca
33919,Le Provençal,La Vidaubanaise
33920,,Le Bonheur
33921,,Leese-Fitch
33922,Lavendette,Les Vins Bréban
33923,Ghercina del Comune di Novello,San Silvestro
33924,Zin Master,Spicy Vines
33925,,Thousand Islands Winery
33926,Villa Bianchi,Umani Ronchi
33927,Valle delle Lame,Vignamato
33928,Randall Grahm Clone,Cooper-Garrod
33929,La Rocca,Coppo
33930,,Costa Alessandro
33931,Firepit,Darcie Kent Vineyards
33932,Monfrigio,Dezzani
33933,Terres de Saint-Louis,Estandon
33934,Old Soul,Atrea
33935,,Bastide des Deux Lunes
33936,Alain de la Treille,Bougrier
33937,Byington Estate,Byington
33938,The Expedition,Canoe Ridge
33939,Les Valentines,Château les Valentines
33940,Cuvée M de Minuty,Château Minuty
33941,,Geyser Peak
33942,A Portela,Compañia de Vinos del Atlántico
33943,Victories Rosé of,Darcie Kent Vineyards
33944,Les Chaniots Premier Cru,Vignerons de Buxy
33945,,Waterbrook
33946,,Wine Spots
33947,Reserve,Zolo
33948,I Cantoni,Novaia
33949,,Nuiton-Beaunoy
33950,Sentimental Blonde,Page Cellars
33951,Chenoweth Ranch,Patz & Hall
33952,,Scriani
33953,,Sheldrake Point
33954,Reserva,Príncipe de Viana
33955,Dry,Rooster Hill
33956,Le Crosare,Cantine Lenotti di Lenotti
33957,,Chanson Père et Fils
33958,,Corte San Benedetto
33959,Broc de Biques,Damien et Romain Bouchard
33960,,Del Dotto
33961,,Domaine Faiveley
33962,The Berry Box,Edgebaston
33963,,Fourrey et Fils
33964,,Fourrey et Fils
33965,Campedel,Gamba
33966,Vajo,Fabiano
33967,Reserve,Heron Hill
33968,Artist Series I,La Chiripada
33969,La Conreria,La Conreria d'Scala Dei
33970,,La di Motte
33971,Brut,S. Anderson
33972,Blanc de Noirs,Mumm Cuvée Napa
33973,Gnarly Vine Monte Rosso Vyd,Louis M. Martini
33974,Extended Tirage Brut,Argyle
33975,Doerner Vyd,Secret House
33976,,Rex Hill
33977,Calvet Premiere,Calvet
33978,Sunnymount Cuvée,Benton-Lane
33979,,Calvet
33980,,Calvet
33981,Heritage Brut,Delbeck
33982,,Amity
33983,,Hauer of the Dauen
33984,Lewman Vineyard,Bethel Heights
33985,Heritage Clone,Dry Creek Vineyard
33986,Blanc de Blancs,Schramsberg
33987,,Secret House
33988,,Montevina
33989,,Calvet
33990,Estate,Eola Hills
33991,Blanc de Noirs,Gloria Ferrer
33992,Reserve,Benton-Lane
33993,Reserve,Flynn
33994,,Calvet
33995,,Beran
33996,,Firesteed
33997,Elix,Cellers Melis
33998,Sorí Ginestra,Conterno Fantino
33999,Freedom Hill Vineyard,Panther Creek
34000,Campè,La Spinetta
34001,Valeriano,La Spinetta
34002,Margheria,Massolino
34003,Bricco Rio Sordo,Musso
34004,Bussia Soprana,Oddero
34005,Chockstone,A.T. Richardson
34006,Estate,Abacela
34007,,Azamor
34008,Crianza,Condado de Oriza
34009,Tenuta Secolo,Contratto
34010,Herrenweg,Domaine Ehrhart
34011,El Albar Barricas,J. & F. Lurton
34012,Cuvée Cécile,Lucien Albrecht
34013,Sonnet #63,Madrigal
34014,,Marchesi di Barolo
34015,Vigna Broglio,Palladino
34016,The Rocks,Rockledge Vineyards
34017,Riserva Bricco delle Viole,Viberti
34018,,Finca Anzil
34019,Vigna la Rosa,Fontanafredda
34020,San Lorenzo,Fratelli Alessandria
34021,Pyramid Vineyard,Hawkes
34022,,Adelaida
34023,Casot,Boffa
34024,Estate,Sarah's Vineyard
34043,,Rosa d'Oro
34025,Astral,Star Lane Vineyard
34026,Complicated,Taken Wine Co.
34027,,Iris Vineyards
34028,10 Anni Riserva,Villa Canestrari
34029,RIo Ruso,Vino Vargas
34030,Piè Franco Secco,Zanasi
34031,Sustainably Farmed Estate Grown and Bottled,Zolo
34032,Reserve,Valle Las Nencias
34033,Atteca Old Vines,Bodegas Ateca
34034,Merlot de Sainte-Barbe,Château Sainte-Barbe
34035,San Magno,Corte dei Papi
34036,Monte,Domìni Veneti
34037,Bernkasteler Badstube Kabinett,Dr. H. Thanisch (Erben Müller-Burggraef)
34038,Bernkasteler Badstube Spätlese,Dr. Pauly Bergweiler
34039,,Exem
34040,Sorbo a Sorbo Old Vines,Lo Nuevo
34041,,Ogier
34042,Estate Bottled,Pascual Toso
34044,Elsa Bianchi,Valentin Bianchi
34045,Cortepittora,Cantina del Castello
34046,Shine,Heinz Eifel
34047,Navia,La Caña
34048,La Bomba,Martellotto
34049,,Paco & Lola
34050,,Gundlach Bundschu
34051,,Hillinger
34052,,Keenan
34053,Gossamer,Kontos
34054,Hurst Vineyard,Les Voleurs
34055,Brut,Liebart-Régnier
34056,Winemaker's Select,Adamant Cellars
34057,,Astorre Noti
34058,Firepeak,Baileyana
34059,Paragon Vineyard,Baker & Brain
34060,,Canneto
34061,Villa Cambi,Castel di Pugna
34708,,Bouchaine
34062,,Castello di Monastero
34063,,Château des Annereaux
34064,,Château la Croix de Roche
34065,,Château la Patache
34066,,Château Magondeau
34067,Limited Release Element,Columbia Winery
34068,ALBA Gewüztraminer-Pinot Gris,Cor Cellars
34069,Te Muna Road Vineyard,Craggy Range
34070,,Dreolino
34071,,Dusted Valley
34072,Eagle Peak,Fetzer
34073,,Firestone
34074,Wax Eye,Forefathers
34075,Block 3 Reserve,Gordon Estate
34076,Alluvial,Gravel Bar
34077,Renesio Riserva,Malvirà
34078,Zerosolfiti,Marziano Abbona
34079,,Mayacamas
34080,The Big Cat,6 North
34081,Windacre Vineyard,Merriam
34082,,One Hope
34083,,Seven Heavenly Chards
34084,,Taft Street
34085,,Three Saints
34086,Amalia,Château Los Boldos
34087,Los Vascos,Domaines Barons de Rothschild (Lafite)
34088,,Lirica
34089,,Mayacamas
34090,,Michael David
34091,,RiverAerie
34092,30 Years Old Tawny,Quinta do Vallado
34093,Graach Josephshöfer Monopol Spätlese Grosse Lage,Reichsgraf von Kesselstatt
34094,Homer,Shea
34095,Reserva Selección de la Familia,Luis Cañas
34096,Graacher Himmelreich Spätlese,Dr. Loosen
34097,Élevée Vineyard,Élevée Winegrowers
34098,,Cape Mentelle
34099,,Chapel Hill
34100,Ritchie Vineyard,Joseph Swan Vineyards
34101,Liber Gran Reserva,Liberalia
34102,Pintia,Pintia
34103,Reserva,Quinta da Foz
34104,Beyra Superior,Rui Roboredo Madeira
34105,Bernkasteler Badstube Spätlese Grosse Lage,S.A. Prüm
34106,Wehlener Sonnenuhr Spätlese Grosse Lage,S.A. Prüm
34107,Bryan Creek Vineyard,Adelsheim
34108,Ribbon Springs Vineyard,Adelsheim
34109,Estate,Alloro
34110,,Ayoub
34111,Brittan Vineyard,Ayoub
34112,Colheita Tawny,Burmester
34113,Segrè,Castello di Spessa
34114,Schlossberg Grand Cru,Domaine Bott-Geyl
34115,La Vigne de Beaussoppet,Domaine Laporte
34116,Spiegel Grand Cru,Domaines Schlumberger
34117,La Brisa,Walt
34118,Block 7,Shea
34119,,Fable Mountain
34120,The Château 100 Year Old Vines,Château Tanunda
34121,Command Single Vineyard,Elderton
34122,Rancho Bello Vineyard,Ottimino Vineyards
34123,,Plumb Cellars
34124,McKinley Springs Vineyard,Robert Ramsay
34125,Gottschelle Erste Lage Reserve,Stift Göttweig
34126,Estate Grown Cave Fermented,Jarvis
34127,Giovanelli,Kellerei Kaltern Caldaro
34128,,Loimer
34129,Nalin,Adamant Cellars
34130,,Ampelos
34131,Turriga,Argiolas
34132,Deja Vu,Babcock
34133,The Mentor,Babcock
34134,Rosé of Pinot Noir,Balletto
34135,Keramos Riserva,Tenute Soletta
34136,Syrée,Vina Robles
34137,Steinberg,Pratsch
34138,Grand Cru,Steininger
34139,,La Crema
34140,,Livio Felluga
34141,Estate,Miraflores
34142,Herzstück vom Kirchenberg,Nigl
34143,Rocca Rubia Riserva,Cantina Santadi
34144,Pepper Bridge Vineyard,Walla Walla Vintners
34145,,Waxwing
34146,,Cartlidge & Browne
34147,Los Cardos,Doña Paula
34148,,Edward Sellers
34149,Blanc de Noirs,Korbel
34150,,Ku Dé Ta
34151,,Meadowcroft
34192,The Reserve Dry,14 Hands
34152,,Avenue
34153,Alta,Callia
34154,White Label,La Scolca
34155,Black Bubbles Sparkling,Shingleback
34156,,Madison Ridge
34157,Stonemason,Ballast Stone Estate Wines
34158,,Viña La Fortuna
34159,,SKN
34160,Devil's Corner,Tamar Ridge
34161,,Taz
34162,,Alamos
34163,Reserve,Alpataco
34164,Reserva,Argento
34165,,Cartlidge & Browne
34166,,Castello del Poggio
34167,,Edward Sellers
34168,E. Passalacqua Heritage Estate,Gia Domella
34169,Sawyer Vineyard,Wilson
34170,Nova Vineyard,X
34171,GAu-Bischofsheimer Herrnberg Kerner Auslese,Fritz Windisch
34172,Ori Riserva,Il Palagione
34173,Monte Oton,Borsao
34174,Tocado,Borsao
34175,,Legado del Moncayo
34176,Red Velvet,Cupcake
34177,,Drumheller
34178,Babu,Fiuza
34179,,Kelly Family Vineyards
34180,Le Rosé,Lapostolle
34181,M Series Reserve,Mellisoni
34182,M Series Reserve,Mellisoni
34183,Alder Ridge Vineyard,Ram
34184,,Rayun
34185,,Rubus
34186,Frasca's Lane Vineyard,Nugan Family Estates
34187,120 Reserva Especial,Santa Rita
34188,,Simonnet-Febvre
34189,Bourbon Barrel Aged,Stave & Steel
34190,,Terra Silvestre
34191,Hot to Trot,14 Hands
34193,Coudel Mor Reserva,Adega Cooperativa do Cartaxo
34194,Estate Double River Vineyard,Basel Cellars
34195,,Blacklist
34196,45 Degrees,Mellisoni
34197,Vale das Donas,Quinta do Cavalinho
34198,,Signano
34199,,Terra Silvestre
34200,,Terrapura
34201,La Joya Gran Reserva,Viña Bisquertt
34202,Lote 43,Miolo
34203,Terre Magre,Piera Martellozzo
34204,Pishon Bloc,Reustle
34205,Reserva,Santa Rita
34206,Altano,Symington Family Estates
34207,Grand Barossa Dry,Château Tanunda
34208,Nouveau,Henry Fessy
34209,,Keeler
34210,,La Chouette
34211,Reserva,MontGras
34212,Gran Guardia,Montresor
34213,Montaria Reserva,Parras Vinhos
34214,Madre Perla,Perla del Garda
34215,Estate Rosé of,Peter Cellars
34216,Conde Vilar Branco,Quinta das Arcas
34217,Bridão Colheita Seleccionada,Adega Cooperativa do Cartaxo
34218,Nouveau,Antonin Rodet
34219,Santos da Casa,Casca Wines
34220,Bote,Casca Wines
34221,,Santa Sofia
34222,Mettenheimer Rheinhessen Red Estate Bottled,Schäfer
34223,Complicated,Taken Wine Co.
34224,Special Selection,Jean-Claude Debeaune
34225,Vintner's Reserve,Kendall-Jackson
34226,Fagher Brut,Le Colture
34227,,Lujon
34228,Katherine's Field,Macari
34229,,Manuel Olivier
34230,Brut Millesimato,Moletto
34231,B Crux,O. Fournier
34233,Nonno Rico Riserva,Poderi Morini
34234,Colheita Branco,Quinta do Portal
34235,L'Extra Brut Millesimato,Ruggeri & C.
34236,Giall'Oro Extra Dry,Ruggeri & C.
34237,,Screenplay Wines
34238,Abondante,Sineann
34239,,Aveleda
34240,Colheita,Bacalhôa Wines of Portugal
34241,Quinta do Carmo,Bacalhôa Wines of Portugal
34242,,Billhook
34243,Estate Riserva,Campovida
34244,Vino de Luna,Cava Maciel
34245,La Carte,Cave de Lugny
34246,Aliança Reserva,Caves Aliança
34247,Quinta da Garrida Reserva Branco,Caves Aliança
34248,Cà Visco,Coffele
34249,Magnificat,Drei Donà Tenuta La Palazza
34250,Dry,Il Follo
34251,,Frank Family
34252,,Fritz
34253,,Château Hosanna
34254,Carruades de Lafite,Château Lafite Rothschild
34255,,Château Pape Clément
34256,Steingrubler Grand Cru,Domaine Barmès-Buecher
34257,Sonnenglanz Grand Cru,Domaine Bott-Geyl
34258,Schlossberg Grand Cru,Domaine Bott-Geyl
34259,Altenberg de Bergbieten Grand Cru,Domaine Roland Schmitt
34260,Keyneton Euphonium,Henschke
34261,Williams Selyem Estate Vineyard,Williams Selyem
34262,Selecció Especial Vinyes Velles,Ferrer Bobet
34263,Origin Reserve,Baker & Brain
34264,Schoenenbourg Grand Cru,Biecher & Schaal
34280,,Château Bouscaut
34265,Nico,Valserrano
34266,Mayote,Daou
34267,Engelberg Grand Cru,Domaine Pfister
34268,Schlossberg Grand Cru Clos des Capucins,Domaine Weinbach
34269,Devil's Gulch Vineyard,Dutton-Goldfield
34270,Bucher Vineyard,Holdredge
34271,Mazie Rose,Holdredge
34272,Savant,Justin
34273,,Lisini
34274,TBH Vineyard,Small Vines
34275,The Signature,Yalumba
34276,Clos Pepe Vineyard,Arcadian
34277,Toboni Vineyard,Arista
34278,John Sebastiano Vineyard,Byron
